nom fichier png;ratio surface goutte/puit;CA substrat (deg);CA mur gauche (deg);CA mur droit (deg);CA plateau gauche (deg);Viscosite eta0 (Pa.s);shift X (um)
lbm_306.png;1,2;35;35;35;15;0,5;-75
lbm_307.png;1,2;35;35;35;15;1,5;0
lbm_308.png;1,2;35;35;35;15;1,5;-75
lbm_309.png;1,2;35;35;90;15;0,5;0
lbm_310.png;1,2;35;35;90;15;0,5;-75
lbm_311.png;1,2;35;35;90;15;1,5;0
lbm_312.png;1,2;35;35;90;15;1,5;-75
lbm_313.png;1,2;60;35;35;15;0,5;0
lbm_314.png;1,2;60;35;35;15;0,5;-75
lbm_315.png;1,2;60;35;35;15;1,5;0
lbm_316.png;1,2;60;35;35;15;1,5;-75
lbm_317.png;1,2;60;35;90;15;0,5;0
lbm_318.png;1,2;60;35;90;15;0,5;-75
lbm_319.png;1,2;60;35;90;15;1,5;0
lbm_320.png;1,2;60;35;90;15;1,5;-75
lbm_321.png;1,2;35;90;35;15;0,5;0
lbm_322.png;1,2;35;90;35;15;0,5;-75
lbm_323.png;1,2;35;90;35;15;1,5;0
lbm_324.png;1,2;35;90;35;15;1,5;-75
lbm_325.png;1,2;35;90;90;15;0,5;0
lbm_326.png;1,2;35;90;90;15;0,5;-75
lbm_327.png;1,2;35;90;90;15;1,5;0
lbm_328.png;1,2;35;90;90;15;1,5;-75
lbm_329.png;1,2;60;90;35;15;0,5;0
lbm_330.png;1,2;60;90;35;15;0,5;-75
lbm_331.png;1,2;60;90;35;15;1,5;0
lbm_332.png;1,2;60;90;35;15;1,5;-75
lbm_333.png;1,2;60;90;90;15;0,5;0
lbm_334.png;1,2;60;90;90;15;0,5;-75
lbm_335.png;1,2;60;90;90;15;1,5;0
lbm_336.png;1,2;60;90;90;15;1,5;-75
lbm_337.png;1,2;35;15;35;35;0,5;0
lbm_338.png;1,2;35;15;35;35;0,5;-75
lbm_339.png;1,2;35;15;35;35;1,5;0
lbm_340.png;1,2;35;15;35;35;1,5;-75
lbm_341.png;1,2;35;15;90;35;0,5;0
lbm_342.png;1,2;35;15;90;35;0,5;-75
lbm_343.png;1,2;35;15;90;35;1,5;0
lbm_344.png;1,2;35;15;90;35;1,5;-75
lbm_345.png;1,2;60;15;35;35;0,5;0
lbm_346.png;1,2;60;15;35;35;0,5;-75
lbm_347.png;1,2;60;15;35;35;1,5;0
lbm_348.png;1,2;60;15;35;35;1,5;-75
lbm_349.png;1,2;60;15;90;35;0,5;0
lbm_350.png;1,2;60;15;90;35;0,5;-75
lbm_351.png;1,2;60;15;90;35;1,5;0
lbm_352.png;1,2;60;15;90;35;1,5;-75
lbm_353.png;1,2;35;35;35;35;0,5;0
lbm_354.png;1,2;35;35;35;35;0,5;-75
lbm_355.png;1,2;35;35;35;35;1,5;0
lbm_356.png;1,2;35;35;35;35;1,5;-75
lbm_357.png;1,2;35;35;90;35;0,5;0
lbm_358.png;1,2;35;35;90;35;0,5;-75
lbm_359.png;1,2;35;35;90;35;1,5;0
lbm_360.png;1,2;35;35;90;35;1,5;-75
lbm_361.png;1,2;60;35;35;35;0,5;0
lbm_362.png;1,2;60;35;35;35;0,5;-75
lbm_363.png;1,2;60;35;35;35;1,5;0
lbm_364.png;1,2;60;35;35;35;1,5;-75
lbm_365.png;1,2;60;35;90;35;0,5;0
lbm_366.png;1,2;60;35;90;35;0,5;-75
lbm_367.png;1,2;60;35;90;35;1,5;0
lbm_368.png;1,2;60;35;90;35;1,5;-75
lbm_369.png;1,2;35;90;35;35;0,5;0
lbm_370.png;1,2;35;90;35;35;0,5;-75
lbm_371.png;1,2;35;90;35;35;1,5;0
lbm_372.png;1,2;35;90;35;35;1,5;-75
lbm_373.png;1,2;35;90;90;35;0,5;0
lbm_374.png;1,2;35;90;90;35;0,5;-75
lbm_375.png;1,2;35;90;90;35;1,5;0
lbm_376.png;1,2;35;90;90;35;1,5;-75
lbm_377.png;1,2;60;90;35;35;0,5;0
lbm_378.png;1,2;60;90;35;35;0,5;-75
lbm_379.png;1,2;60;90;35;35;1,5;0
lbm_380.png;1,2;60;90;35;35;1,5;-75
lbm_381.png;1,2;60;90;90;35;0,5;0
lbm_382.png;1,2;60;90;90;35;0,5;-75
lbm_383.png;1,2;60;90;90;35;1,5;0
lbm_384.png;1,2;60;90;90;35;1,5;-75
lbm_385.png;1,2;35;15;35;90;0,5;0
lbm_386.png;1,2;35;15;35;90;0,5;-75
lbm_387.png;1,2;35;15;35;90;1,5;0
lbm_388.png;1,2;35;15;35;90;1,5;-75
lbm_389.png;1,2;35;15;90;90;0,5;0
lbm_390.png;1,2;35;15;90;90;0,5;-75
lbm_391.png;1,2;35;15;90;90;1,5;0
lbm_392.png;1,2;35;15;90;90;1,5;-75
lbm_393.png;1,2;60;15;35;90;0,5;0
lbm_394.png;1,2;60;15;35;90;0,5;-75
lbm_395.png;1,2;60;15;35;90;1,5;0
lbm_396.png;1,2;60;15;35;90;1,5;-75
lbm_397.png;1,2;60;15;90;90;0,5;0
lbm_398.png;1,2;60;15;90;90;0,5;-75
lbm_399.png;1,2;60;15;90;90;1,5;0
lbm_400.png;1,2;60;15;90;90;1,5;-75
lbm_401.png;1,2;35;35;35;90;0,5;0
lbm_402.png;1,2;35;35;35;90;0,5;-75
lbm_403.png;1,2;35;35;35;90;1,5;0
lbm_404.png;1,2;35;35;35;90;1,5;-75
lbm_405.png;1,2;35;35;90;90;0,5;0
lbm_406.png;1,2;35;35;90;90;0,5;-75
lbm_407.png;1,2;35;35;90;90;1,5;0
lbm_408.png;1,2;35;35;90;90;1,5;-75
lbm_409.png;1,2;60;35;35;90;0,5;0
lbm_410.png;1,2;60;35;35;90;0,5;-75
lbm_411.png;1,2;60;35;35;90;1,5;0
lbm_412.png;1,2;60;35;35;90;1,5;-75
lbm_413.png;1,2;60;35;90;90;0,5;0
lbm_414.png;1,2;60;35;90;90;0,5;-75
lbm_415.png;1,2;60;35;90;90;1,5;0
lbm_416.png;1,2;60;35;90;90;1,5;-75
lbm_417.png;1,2;35;90;35;90;0,5;0
lbm_418.png;1,2;35;90;35;90;0,5;-75
lbm_419.png;1,2;35;90;35;90;1,5;0
lbm_420.png;1,2;35;90;35;90;1,5;-75
lbm_421.png;1,2;35;90;90;90;0,5;0
lbm_422.png;1,2;35;90;90;90;0,5;-75
lbm_423.png;1,2;35;90;90;90;1,5;0
lbm_424.png;1,2;35;90;90;90;1,5;-75
lbm_425.png;1,2;60;90;35;90;0,5;0
lbm_426.png;1,2;60;90;35;90;0,5;-75
lbm_427.png;1,2;60;90;35;90;1,5;0
lbm_428.png;1,2;60;90;35;90;1,5;-75
lbm_429.png;1,2;60;90;90;90;0,5;0
lbm_430.png;1,2;60;90;90;90;0,5;-75
lbm_431.png;1,2;60;90;90;90;1,5;0
lbm_432.png;1,2;60;90;90;90;1,5;-75
